case_id;known_info;missing_info;question;answer
C0144;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0144;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0144;"harga sesuai pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0145;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0145;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0145;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0146;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0146;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0146;"harga di bawah pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0147;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0147;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0147;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0148;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0148;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0148;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0149;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0149;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0149;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0150;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0150;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0150;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0151;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0151;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0151;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0152;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0152;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0152;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0153;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0153;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0153;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0154;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0154;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0154;"harga di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0155;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0155;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0155;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0156;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0156;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0156;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0157;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0157;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0157;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0158;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0158;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0158;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0159;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0159;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0159;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0160;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0160;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0160;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0161;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0161;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0161;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0162;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0162;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0162;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0163;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0163;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0163;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0164;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0164;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0164;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0165;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0165;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0165;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0166;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0166;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0166;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0167;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0167;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0167;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0168;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0168;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0168;"harga di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0169;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0169;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0169;"harga sesuai pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0170;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0170;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0170;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0171;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0171;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0171;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0172;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0172;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0172;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0173;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0173;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0173;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0174;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0174;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0174;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0175;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0175;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0175;"harga di bawah pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0176;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0176;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0176;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0177;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0177;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0177;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0178;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0178;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0178;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0179;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0179;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0179;"harga sesuai pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0180;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0180;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0180;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0181;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0181;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0181;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0182;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0182;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0182;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0183;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0183;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0183;"harga sesuai pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0184;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0184;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0184;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0185;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0185;"harga jauh di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0185;"harga jauh di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0186;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0186;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0186;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0187;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0187;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0187;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0188;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0188;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0188;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0189;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0189;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0189;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0190;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0190;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0190;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0191;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0191;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0191;"harga di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0192;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0192;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0192;"harga jauh di bawah pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0193;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0193;"harga jauh di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0193;"harga jauh di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0194;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0194;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0194;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0195;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0195;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0195;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0196;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0196;"harga jauh di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0196;"harga jauh di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0197;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0197;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0197;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0198;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0198;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0198;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0199;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0199;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0199;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0200;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0200;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0200;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0201;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0201;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0201;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0202;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0202;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0202;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0203;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0203;"harga di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0203;"harga di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0204;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0204;"harga sesuai pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0204;"harga sesuai pasar; penjual tidak dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0205;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0205;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0205;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0206;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0206;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0206;"harga sesuai pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0207;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0207;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0207;"harga sesuai pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0208;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0208;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0208;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0209;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0209;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0209;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0210;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0210;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0210;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0211;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0211;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0211;"harga di bawah pasar; penjual dikenal; pembayaran COD";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0212;harga di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0212;"harga di bawah pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0212;"harga di bawah pasar; penjual dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0213;harga sesuai pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;yes
C0213;"harga sesuai pasar; penjual dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;no
C0213;"harga sesuai pasar; penjual dikenal; pembayaran e-wallet dengan proteksi";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;yes
C0214;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
C0214;"harga jauh di bawah pasar; penjual tidak dikenal";payment method;Apakah penjual meminta Anda transfer langsung sebelum barang dikirim?;yes
C0214;"harga jauh di bawah pasar; penjual tidak dikenal; transfer langsung diminta";product evidence;Apakah penjual sudah memberikan foto atau video barang asli?;no
C0215;harga jauh di bawah pasar;seller relationship;Apakah Anda mengenal penjual ini atau pernah membeli dari akun ini sebelumnya?;no
